term,url,priority,current_term_present,other_term_present,notes
flipping newspaper pages,https://freesound.org/people/alonlubenfeld/sounds/275304/,78,Yes,No,Paper sounds stiff (not like newspaper). Lower pitch 
typing,https://freesound.org/people/TinyRay/sounds/624499/,79,Yes,Yes,"Others: faint birds in background. Typing is slow, pressing individual keys. Included as 6th sound for variety’s sake"
typing,https://freesound.org/people/zrrion_the_insect/sounds/469013/,80,Yes,No,
typing,https://freesound.org/people/grcekh/sounds/546032/,81,Yes,No,
typing,https://freesound.org/people/Posontic/sounds/446021/,82,Yes,No,
typing,https://freesound.org/people/Anaponce/sounds/535211/,83,Yes,No,
typing,https://freesound.org/people/Alivvie/sounds/323432/,84,Yes,No,
typing,https://freesound.org/people/Alphium/sounds/470937/,85,,,
typing,https://freesound.org/people/Rodzuz/sounds/393902/,86,,,
typing,https://freesound.org/people/Nifargov/sounds/361479/,87,,,
typing,https://freesound.org/people/DSPena/sounds/167155/,88,,,
typing,https://freesound.org/people/TigerDuchess/sounds/492855/,89,,,
typing,https://freesound.org/people/deleted_user_4772965/sounds/256458/,90,,,
typing,https://freesound.org/people/wboycher/sounds/420678/,91,,,
typing,https://freesound.org/people/ThatMisfit/sounds/413462/,92,,,
typing,https://freesound.org/people/aboyd2043/sounds/466466/,93,,,
typing,https://freesound.org/people/AlyssaB2043/sounds/466860/,94,,,
typing,https://freesound.org/people/ScabNoises/sounds/611060/,95,,,
typing,https://freesound.org/people/sam_daiya/sounds/468096/,96,,,
typing,https://freesound.org/people/bwarpus99/sounds/442689/,97,,,
typing,https://freesound.org/people/Phoward5170/sounds/449450/,98,,,
typing,https://freesound.org/people/Dasgoat/sounds/361703/,99,,,
typing,https://freesound.org/people/Jarebear1223/sounds/618538/,100,,,
typing,https://freesound.org/people/paulocorona/sounds/334990/,101,,,
typing,https://freesound.org/people/mindfulicious/sounds/565167/,102,,,
typing,https://freesound.org/people/HogantheLogan/sounds/466785/,103,,,
typing,https://freesound.org/people/loottool/sounds/634340/,104,,,
typing,https://freesound.org/people/Sky_Motion/sounds/612746/,105,,,
typing,https://freesound.org/people/Sound45EVEM/sounds/618368/,106,,,
typing,https://freesound.org/people/binxa/sounds/595834/,107,,,
typing,https://freesound.org/people/cloe.king/sounds/452801/,108,,,
typing,https://freesound.org/people/Vic5555/sounds/494488/,109,,,
typing,https://freesound.org/people/maso25mcnic/sounds/323461/,110,,,
typing,https://freesound.org/people/purplewalrus23/sounds/267504/,111,,,
typing,https://freesound.org/people/jadend2/sounds/205091/,112,,,
typing,https://freesound.org/people/j1987/sounds/79388/,113,,,
typing,https://freesound.org/people/cupido-1/sounds/556198/,114,,,
typing,https://freesound.org/people/SAHILAMBERKAR/sounds/538521/,115,,,
typing,https://freesound.org/people/Frecsh/sounds/376735/,116,,,
typing,https://freesound.org/people/Molskitten/sounds/462716/,117,,,
typing,https://freesound.org/people/Handfan/sounds/71238/,118,,,
typing,https://freesound.org/people/Rosa-Orenes256/sounds/537573/,119,,,
typing,https://freesound.org/people/svlargacha/sounds/567975/,120,,,
typing,https://freesound.org/people/WKG-518/sounds/572503/,121,,,
typing,https://freesound.org/people/TshepangNcwane_200253/sounds/594606/,122,,,
typing,https://freesound.org/people/Abir19/sounds/629500/,123,,,
typing,https://freesound.org/people/Juaner_/sounds/468330/,124,,,
typing,https://freesound.org/people/BrodieSound/sounds/349377/,125,,,
typing,https://freesound.org/people/MiSk3/sounds/489514/,126,,,
typing,https://freesound.org/people/KCJones321/sounds/411191/,127,,,
typing,https://freesound.org/people/jjastr1/sounds/134962/,128,,,
basketball dribbling,https://freesound.org/people/OBXJohn/sounds/262507/,129,Yes,No,"Echos, starts slow then speeds up cadence half way through "
basketball dribbling,https://freesound.org/people/nolanrice/sounds/402292/,130,Yes,Yes,"Others: heavy background noise, crowds and various conversations, footsteps, laughing, male yelling"
basketball dribbling,https://freesound.org/people/121053699/sounds/467995/,131,Yes,No,Low quality sound
basketball dribbling,https://freesound.org/people/FartMuffin/sounds/580220/,132,Yes,No,"Slight echo, slow bouncing "
basketball dribbling,https://freesound.org/people/Legnalegna55/sounds/530362/,133,Yes,Yes,"Others: slight foot shuffling, hand tapping"
basketball dribbling,https://freesound.org/people/H1gherCalling/sounds/184320/,134,Yes,No,Dribbling to regular beat 
basketball dribbling,https://freesound.org/people/kyles/sounds/453757/,135,Yes,No,
basketball dribbling,https://freesound.org/people/fattirewhitey/sounds/381410/,136,Yes,Yes,"Others: child exhaling, basketball net swoosh, footsteps/shuffling"
knife cutting,https://freesound.org/people/qubodup/sounds/87506/,137,Yes,No,Cutting bread. Coarse sounds
knife cutting,https://freesound.org/people/nmscher/sounds/87984/,138,Yes,No,"Cutting carrot, damp thuds"
knife cutting,https://freesound.org/people/14Douderova_Adela/sounds/419998/,139,Yes,No,"Chopping on wood sound, cutting through soft food to hear cutting board sounds"
knife cutting,https://freesound.org/people/spanrucker/sounds/272223/,140,Yes,Yes,"Sawing sounds back and forth in bread, squishing bread"
knife cutting,https://freesound.org/people/bochevictoria007/sounds/539291/,141,Yes,No,Chopping on wood cutting board sounds. Includes fast chopping
knife cutting,https://freesound.org/people/Klaraschick/sounds/415313/,142,Unsure,,"Vague cutting sounds, almost more like tapping "
knife cutting,https://freesound.org/people/Caitlin_100/sounds/365548/,143,,,
knife cutting,https://freesound.org/people/RobertWedderburn/sounds/487030/,144,,,
knife cutting,https://freesound.org/people/hannahbelle144/sounds/625624/,145,,,
knife cutting,https://freesound.org/people/Dr.%20Macak/sounds/201033/,146,Yes,No,Cutting carrot again 
knife cutting,https://freesound.org/people/labailey/sounds/79031/,147,,,
knife cutting,https://freesound.org/people/Erbsland-Music/sounds/634119/,148,,,
knife cutting,https://freesound.org/people/techyactor15/sounds/382713/,149,,,
knife cutting,https://freesound.org/people/slickrickowski/sounds/165355/,150,,,
knife cutting,https://freesound.org/people/arms84/sounds/511835/,151,,,
knife cutting,https://freesound.org/people/simonjeffery13/sounds/349847/,152,,,
knife cutting,https://freesound.org/people/SamuelGremaud/sounds/572433/,153,,,
knife cutting,https://freesound.org/people/LelrasOakenhoof/sounds/593327/,154,,,
knife cutting,https://freesound.org/people/jeremjuru/sounds/275052/,155,,,
knife cutting,https://freesound.org/people/JoseAgudelo/sounds/472501/,156,,,
knife cutting,https://freesound.org/people/dutchlady/sounds/360796/,157,,,
knife cutting,https://freesound.org/people/freakmanson/sounds/515330/,158,,,
knife cutting,https://freesound.org/people/13FPanska_Novotny_Stepan/sounds/378690/,159,,,
knife cutting,https://freesound.org/people/Beans1026/sounds/611420/,160,,,
human breathing,https://freesound.org/people/UncleSigmund/sounds/30709/,161,Yes,No,Very clear! Slow and increasingly faster breaths. Male
human breathing,https://freesound.org/people/giddster/sounds/336530/,162,Yes,Yes,"Others: faint whimper, panicked and inconsistent breaths. Scared male. "
human breathing,https://freesound.org/people/mcroce/sounds/234335/,163,Yes,No,Gasp then subsequent frightened breaths. Sounds female
human breathing,https://freesound.org/people/Zrte/sounds/470897/,164,Yes,No,"Slow, deep male breaths"
human breathing,https://freesound.org/people/Nox_Sound/sounds/554907/,165,Yes,No,"Male panting, as if tired "
human breathing,https://freesound.org/people/gtrempe/sounds/444726/,166,,,
human breathing,https://freesound.org/people/CaptainYulef/sounds/638611/,167,,,
human breathing,https://freesound.org/people/AbuNijmeh/sounds/319103/,168,,,
human breathing,https://freesound.org/people/zogmachine/sounds/202606/,169,,,
human breathing,https://freesound.org/people/soundsofscienceupf/sounds/465469/,170,,,
human breathing,https://freesound.org/people/Topschool/sounds/360424/,171,,,
human breathing,https://freesound.org/people/nicktermer/sounds/320258/,172,,,
human breathing,https://freesound.org/people/Teebee_Deael/sounds/620932/,173,,,
human breathing,https://freesound.org/people/exe2be/sounds/512741/,174,,,
human breathing,https://freesound.org/people/D4XX/sounds/567267/,175,,,
human breathing,https://freesound.org/people/squareal/sounds/237376/,176,,,
human breathing,https://freesound.org/people/balloonhead/sounds/427365/,177,,,
human breathing,https://freesound.org/people/Kodack/sounds/271045/,178,,,
human breathing,https://freesound.org/people/Snake16547/sounds/433989/,179,,,
human breathing,https://freesound.org/people/LamaMakesMusic/sounds/403603/,180,,,
human breathing,https://freesound.org/people/P_Chester/sounds/465250/,181,,,
human breathing,https://freesound.org/people/Amaiguri/sounds/518993/,182,,,
human breathing,https://freesound.org/people/TheCurlyOne/sounds/434549/,183,,,
human breathing,https://freesound.org/people/Snapper4298/sounds/582214/,184,,,
human breathing,https://freesound.org/people/Artmasterrich/sounds/345459/,185,,,
human breathing,https://freesound.org/people/MelvinJaepel/sounds/435468/,186,,,
load dishwasher ,https://freesound.org/people/MWsfx/sounds/574191/,187,,,
load dishwasher ,https://freesound.org/people/alienistcog/sounds/124434/,188,,,
sniffling,https://freesound.org/people/husky70/sounds/157297/,189,,,
sniffling,https://freesound.org/people/SteveOShore/sounds/157163/,190,,,
sniffling,https://freesound.org/people/taure/sounds/369590/,191,,,
sniffling,https://freesound.org/people/higginsdj/sounds/93030/,192,,,
sniffling,https://freesound.org/people/leftovertunacasserole/sounds/610929/,193,,,
sniffling,https://freesound.org/people/dansayshi/sounds/268627/,194,,,
sniffling,https://freesound.org/people/ericnorcross81/sounds/555734/,195,,,
coins shuffling,https://freesound.org/people/The_Frisbee_of_Peace/sounds/575584/,196,,,
coins shuffling,https://freesound.org/people/buzbe20/sounds/389756/,197,,,
coins shuffling,https://freesound.org/people/FractalStudios/sounds/363088/,198,,,
plastic crumpling,https://freesound.org/people/jrsevers3/sounds/444745/,199,Yes,No,"Sounds stiff, like plastic water bottle crumpling"
plastic crumpling,https://freesound.org/people/myfreesoundaccount1998/sounds/543249/,200,Yes,No,Plastic bag 
plastic crumpling,https://freesound.org/people/matthewHoldenSound/sounds/542510/,201,Yes,No,Small plastic wrappers 
plastic crumpling,https://freesound.org/people/phonographfilms/sounds/345567/,202,Yes,No,Stiffer bag 
plastic crumpling,https://freesound.org/people/Splashdust/sounds/84275/,203,Yes,No,"Small wrapper(?) again, sounds stiffer than other wrapper sound"
plastic crumpling,https://freesound.org/people/georgesavic/sounds/593453/,204,,,
plastic crumpling,https://freesound.org/people/siteflight/sounds/564039/,205,,,
plastic crumpling,https://freesound.org/people/florianreichelt/sounds/447396/,206,,,
plastic crumpling,https://freesound.org/people/NinjaSharkStudios/sounds/592608/,207,,,
plastic crumpling,https://freesound.org/people/letsmakemuffins/sounds/536288/,208,,,
plastic crumpling,https://freesound.org/people/ultraaxvii/sounds/533910/,209,,,
plastic crumpling,https://freesound.org/people/tonsil5/sounds/416847/,210,,,
plastic crumpling,https://freesound.org/people/settings/sounds/429507/,211,,,
plastic crumpling,https://freesound.org/people/itinerantmonk108/sounds/557558/,212,,,
plastic crumpling,https://freesound.org/people/tadaa718/sounds/619593/,213,,,
plastic crumpling,https://freesound.org/people/jewelconnor/sounds/533739/,214,,,
plastic crumpling,https://freesound.org/people/gmodeath/sounds/278122/,215,,,
plastic crumpling,https://freesound.org/people/dannydandanshababaloo/sounds/593192/,216,,,
plastic crumpling,https://freesound.org/people/Krucifix444/sounds/323635/,217,,,
plastic crumpling,https://freesound.org/people/amholma/sounds/344354/,218,,,
plastic crumpling,https://freesound.org/people/Jamitch2/sounds/344717/,219,,,
plastic crumpling,https://freesound.org/people/thedapperdan/sounds/199925/,220,,,
plastic crumpling,https://freesound.org/people/lucaslara/sounds/154471/,221,,,
plastic crumpling,https://freesound.org/people/Baconation/sounds/592454/,222,,,
plastic crumpling,https://freesound.org/people/DBARROSJ/sounds/478860/,223,,,
plastic crumpling,https://freesound.org/people/Aemyn/sounds/512452/,224,,,
plastic crumpling,https://freesound.org/people/Ithrul/sounds/191283/,225,,,
plastic crumpling,https://freesound.org/people/fthrll/sounds/522200/,226,,,
plastic crumpling,https://freesound.org/people/walllable/sounds/631737/,227,,,
metal spoon scrapes pot,https://freesound.org/people/kessir/sounds/264757/,228,,,
metal spoon scrapes pot,https://freesound.org/people/chonkdonk/sounds/617680/,229,,,
mouse click continuous,https://freesound.org/people/Wenjun/sounds/580669/,230,,,
mouse click continuous,https://freesound.org/people/iut_Paris8/sounds/622621/,231,,,
baby breaths,https://freesound.org/people/josephvm/sounds/442656/,232,,,
baby breaths,https://freesound.org/people/Julien%20Matthey/sounds/167079/,233,,,
baby breaths,https://freesound.org/people/skymary/sounds/372222/,234,,,
baby breaths,https://freesound.org/people/Berwitz/sounds/412350/,235,,,
baby breaths,https://freesound.org/people/dmoran87/sounds/128771/,236,,,
water drops,https://freesound.org/people/yurkobb/sounds/181890/,237,Yes,No,"Long duration, good sound"
water drops,https://freesound.org/people/deleted_user_2104797/sounds/324866/,238,Yes,No,"Steadier, heavy stream "
water drops,https://freesound.org/people/unfa/sounds/259326/,239,Yes,No,Single droplets into water 
water drops,https://freesound.org/people/caquet/sounds/486300/,240,Yes,No,Small stream 
water drops,https://freesound.org/people/14FPanska_Nemec_Petr/sounds/420221/,241,Yes,No,Small stream 
water drops,https://freesound.org/people/Zaziesound/sounds/496303/,242,,,
water drops,https://freesound.org/people/ReiyaManor/sounds/351623/,243,,,
water drops,https://freesound.org/people/Raavj/sounds/546092/,244,,,
water drops,https://freesound.org/people/sandome/sounds/68324/,245,,,
water drops,https://freesound.org/people/bokal/sounds/532990/,246,,,
water drops,https://freesound.org/people/13GPanska_Stanek_Vojtech/sounds/371917/,247,,,
water drops,https://freesound.org/people/tgerginov/sounds/529965/,248,,,
water drops,https://freesound.org/people/arseniiv/sounds/257349/,249,,,
water drops,https://freesound.org/people/ianna.lpl/sounds/554161/,250,,,
water drops,https://freesound.org/people/MerlinerBol/sounds/460270/,251,,,
water drops,https://freesound.org/people/XxBirdoxX/sounds/52295/,252,,,
water drops,https://freesound.org/people/Hope-Sounds/sounds/499568/,253,,,
water drops,https://freesound.org/people/dzontra015/sounds/467709/,254,,,
water drops,https://freesound.org/people/mdsn/sounds/322579/,255,,,
human nose sniffing,https://freesound.org/people/Shain_T/sounds/352964/,256,,,
human nose sniffing,https://freesound.org/people/Cloud-10/sounds/536467/,257,,,
human nose sniffing,https://freesound.org/people/FlatHill/sounds/211952/,258,,,
human nose sniffing,https://freesound.org/people/freesound/sounds/25269/,259,,,
human nose sniffing,https://freesound.org/people/Spyboticer/sounds/407197/,260,,,
clearing throat,https://freesound.org/people/RavenWolfProds/sounds/586979/,261,,,
clearing throat,https://freesound.org/people/dmndrs/sounds/592495/,262,,,
clearing throat,https://freesound.org/people/merrygreen/sounds/336672/,263,,,
clearing throat,https://freesound.org/people/Sukaichae/sounds/546751/,264,,,
clearing throat,https://freesound.org/people/jasonLON/sounds/125403/,265,,,
clearing throat,https://freesound.org/people/PringlesCan/sounds/432193/,266,,,
clearing throat,https://freesound.org/people/ProductionNow/sounds/197728/,267,,,
swallowing,https://freesound.org/people/tumiwiththesounds/sounds/501948/,268,Yes,No,Repeated gulp sound
swallowing,https://freesound.org/people/anagar/sounds/267932/,269,Yes,No,Swallowing water
swallowing,https://freesound.org/people/squashy555/sounds/239007/,270,Yes,Yes,Others: sound is mostly sipping rather than swallowing
swallowing,https://freesound.org/people/transeman/sounds/515278/,271,Unsure,Yes,"Others: spoon scraping bowl, chewing, slurping, drinking, burp"
swallowing,https://freesound.org/people/timgormly/sounds/145387/,272,Yes,No,Swallowing water
swallowing,https://freesound.org/people/BlackSilver2018/sounds/237933/,273,No,Yes,"Others: strange humming, chirping, blowing"
swallowing,https://freesound.org/people/mariekedekoker/sounds/274895/,274,No,Yes,"Others: quiet breaths, slurping"
swallowing,https://freesound.org/people/freakinbehemoth/sounds/243635/,275,Yes,No,Swallowing water
swallowing,https://freesound.org/people/johnnytal/sounds/100880/,276,No,Yes,Others: gargling water
swallowing,https://freesound.org/people/14G_Panska_Niklova_Michaela/sounds/422142/,277,No,Yes,"Others: young baby gargling, possibly swallowing "
swallowing,https://freesound.org/people/craigglenday/sounds/517173/,278,Yes,Yes,Others: exhale of relief 
swallowing,https://freesound.org/people/be_a_hero_not_a_patriot/sounds/341901/,279,Yes,Yes,"Others: sipping, chewing, mouth sounds"
swallowing,https://freesound.org/people/Mediaman57/sounds/347146/,280,Yes,Yes,"Others: glass tapping, setting drink down, exhale. Clear swallowing portion though "
swallowing,https://freesound.org/people/supreme1197/sounds/516682/,281,Unsure,Yes,Water sloshing in container. Sounds similar to swallowing 
swallowing,https://freesound.org/people/monosfera/sounds/569061/,282,,,
swallowing,https://freesound.org/people/Koolwhip/sounds/328010/,283,,,
swallowing,https://freesound.org/people/Eakoontz/sounds/153532/,284,,,
swallowing,https://freesound.org/people/PianoFarm/sounds/494500/,285,,,
swallowing,https://freesound.org/people/eduardogon/sounds/502948/,286,,,
swallowing,https://freesound.org/people/Globofonia/sounds/563249/,287,,,
swallowing,https://freesound.org/people/Kiano.ow/sounds/594135/,288,,,
swallowing,https://freesound.org/people/DeVern/sounds/341651/,289,,,
swallowing,https://freesound.org/people/tjandrasounds/sounds/201585/,290,,,
slow typing,https://freesound.org/people/jaredpass24/sounds/235253/,291,,,
slow typing,https://freesound.org/people/bonesawmgraw/sounds/572977/,292,,,
slow typing,https://freesound.org/people/_stubb/sounds/406241/,293,,,
slow typing,https://freesound.org/people/khenshom/sounds/565645/,294,,,
slow typing,https://freesound.org/people/bassboybg/sounds/346589/,295,,,
slow typing,https://freesound.org/people/mccreery/sounds/509171/,296,,,
slow typing,https://freesound.org/people/rui_aires/sounds/417549/,297,,,
slow typing,https://freesound.org/people/exterminat/sounds/164807/,298,,,
slow typing,https://freesound.org/people/BradHT/sounds/538417/,299,,,
slow typing,https://freesound.org/people/Gasparoz/sounds/431462/,300,,,
slow typing,https://freesound.org/people/Cinemabursts/sounds/350627/,301,,,
slow typing,https://freesound.org/people/stomachache/sounds/48619/,302,,,
slow typing,https://freesound.org/people/aceinet/sounds/416447/,303,,,
slow typing,https://freesound.org/people/het_HCKM_DS_huis/sounds/542444/,304,,,
slow typing,https://freesound.org/people/univ_lyon3/sounds/324426/,305,,,
slow typing,https://freesound.org/people/14FPansk%C3%A1Novotn%C3%BD_Jan/sounds/419424/,306,,,
slow typing,https://freesound.org/people/16HPanskaTyllova_Terezie/sounds/497352/,307,,,
slow typing,https://freesound.org/people/BaDoink/sounds/527826/,308,,,
slow typing,https://freesound.org/people/Ramston/sounds/332572/,309,,,
slow typing,https://freesound.org/people/guyburns/sounds/547556/,310,,,
slow typing,https://freesound.org/people/Samulis/sounds/375630/,311,,,
slow typing,https://freesound.org/people/Crabflag/sounds/559433/,312,,,
cutting fruit,https://freesound.org/people/mefrancis13/sounds/117603/,313,,,
cutting fruit,https://freesound.org/people/13F_Panska_Tlolkova_Matilda/sounds/378325/,314,,,
cutting fruit,https://freesound.org/people/sandralaughs/sounds/519202/,315,,,
cutting fruit,https://freesound.org/people/Mar.Sounds/sounds/627197/,316,,,
cutting fruit,https://freesound.org/people/AnnieGilbertson/sounds/132284/,317,,,
calm breathing,https://freesound.org/people/helenavelikaja/sounds/361923/,318,,,
calm breathing,https://freesound.org/people/christophe1138/sounds/554074/,319,,,
calm breathing,https://freesound.org/people/dynamique/sounds/554735/,320,,,
calm breathing,https://freesound.org/people/Unstoppable0/sounds/361869/,321,,,
calm breathing,https://freesound.org/people/scarbelly25/sounds/33939/,322,,,
calm breathing,https://freesound.org/people/ideaph/sounds/627854/,323,,,
calm breathing,https://freesound.org/people/Sample_Me/sounds/610046/,324,,,
calm breathing,https://freesound.org/people/bitkar/sounds/240317/,325,,,
card dealing,https://freesound.org/people/SomeoneCool15/sounds/423769/,326,,,
card dealing,https://freesound.org/people/paulmerlo/sounds/539274/,327,,,
card dealing,https://freesound.org/people/KevinHilt/sounds/196541/,328,,,
card dealing,https://freesound.org/people/MellowAudio/sounds/591486/,329,,,
wash hands running water,https://freesound.org/people/erikskybak/sounds/114637/,330,,,
wash hands running water,https://freesound.org/people/7h3_lark/sounds/268579/,331,,,
wash hands running water,https://freesound.org/people/BennettFilmTeacher/sounds/473801/,332,,,
wash hands running water,https://freesound.org/people/PostProdDog/sounds/537841/,333,,,
wash hands running water,https://freesound.org/people/SvennSound/sounds/421800/,334,,,
wash hands running water,https://freesound.org/people/FillSoko/sounds/257960/,335,,,
wash hands running water,https://freesound.org/people/Akeroyc/sounds/132359/,336,,,
wash hands running water,https://freesound.org/people/miacx/sounds/614487/,337,,,
wash hands running water,https://freesound.org/people/OwlStorm/sounds/212177/,338,,,
wash hands running water,https://freesound.org/people/SpliceSound/sounds/338108/,339,,,
wash hands running water,https://freesound.org/people/domrodrig/sounds/119112/,340,,,
wash hands running water,https://freesound.org/people/launemax/sounds/250014/,341,,,
wash hands running water,https://freesound.org/people/sidequesting/sounds/530248/,342,,,
wash hands running water,https://freesound.org/people/videofueralle/sounds/455401/,343,,,
wash hands running water,https://freesound.org/people/DanielZ18/sounds/449001/,344,,,
wash hands running water,https://freesound.org/people/markystar/sounds/42191/,345,,,
hand wipe,https://freesound.org/people/derjuli/sounds/418014/,346,,,
hand wipe,https://freesound.org/people/EricsSoundschmiede/sounds/396053/,347,,,
hand wipe,https://freesound.org/people/taylorsyoung@gmail.com/sounds/94775/,348,,,
hand wipe,https://freesound.org/people/scottemoil/sounds/196398/,349,,,
keyboard typing fast,https://freesound.org/people/Sorinious_Genious/sounds/559893/,350,,,
keyboard typing fast,https://freesound.org/people/thatkellytrna/sounds/425789/,351,,,
